invoice_id,supplier_gstin,buyer_gstin,taxable_value,gst_amount,period,mismatch_type,mismatch_flag
INV2476,45gkMe13523AZ1,05tVic08396GZ7,22771,4098.78,2024-02,NONE,False
INV2477,36JUaK36851AZ5,54mMEf16018SZ8,15411,2773.98,2024-03,NONE,False
INV2478,63NSPX61200yZ9,35UFZI96914kZ8,63123,11362.14,2024-03,NONE,False
INV2479,29KSBs84652jZ1,82gODj81061VZ9,29577,5323.86,2024-03,NONE,False
INV2480,74mjEE84729yZ0,61cXrT58079tZ6,60547,10898.46,2024-02,NONE,False
INV2481,00BbWJ71133FZ2,47jRcE96076gZ3,33505,6030.9,2024-01,NONE,False
INV2482,83BPNI71352pZ6,61edLI93652zZ1,94802,17064.36,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV2483,65fmZE98080eZ0,41saXq80858tZ5,15861,2854.98,2024-02,NONE,False
INV2484,79COan66254PZ3,41Tlif11279eZ2,7813,2109.5099999999998,2024-01,GST_MISMATCH,True
INV2485,56ltXs62136JZ8,34gZDd65027KZ9,19387,3489.66,2024-02,NONE,False
INV2486,71Bwog06880iZ2,50DyZQ57344sZ9,73828,13289.04,2024-03,NONE,False
INV2487,84BVnO41912HZ4,35hTYr06161aZ7,22115,3980.7,2024-03,NONE,False
INV2488,26eqAY84470FZ9,27ZHHv14320zZ5,67974,12235.32,2024-03,NONE,False
INV2489,69ZMcE69251IZ1,34dBsv41200NZ8,20055,3609.9,2024-02,NONE,False
INV2490,14maDm13092CZ8,14kcVd35934uZ6,12566,2261.88,2024-03,NONE,False
INV2491,07yUvp41265VZ2,16DCYz81966FZ0,47348,8522.64,2024-01,NONE,False
INV2492,62BUoT62650VZ1,29jhAI15885UZ0,50699,9125.82,2024-01,NONE,False
INV2493,39LrWF14289BZ5,20lXvv02892sZ3,60443,10879.74,2024-01,NONE,False
INV2494,81kdQz90290rZ4,75hiKX66370IZ7,83010,14941.8,2024-01,NONE,False
INV2495,83EeaU57497YZ0,95qrKV12417QZ7,83628,15053.04,2024-02,NONE,False
INV2496,71uYRh91112rZ5,63NSPX61200yZ9,11848,2132.64,2024-02,NONE,False
INV2497,15dbjm96631oZ2,79COan66254PZ3,92565,16661.7,2024-02,NONE,False
INV2498,50duyX84807eZ0,22pMst60691cZ2,31040,5587.2,2024-02,NONE,False
INV2499,74yVpk12367aZ1,89dlud82961YZ1,6441,1159.38,2024-01,NONE,False
INV2500,06NGfZ87122cZ4,47jRcE96076gZ3,83023,22416.21,2024-01,GST_MISMATCH,True
INV2501,98lbRU19802UZ5,27IyIS69304SZ4,59182,10652.76,2024-03,NONE,False
INV2502,03pxdz55158XZ6,78YZai83552eZ1,27913,5024.34,2024-02,NONE,False
INV2503,81JbJs71787cZ6,54PGNn44291fZ7,60063,10811.34,2024-01,NONE,False
INV2504,53zMhe09359FZ3,71guuD25535VZ9,39961,7192.98,2024-02,NONE,False
INV2505,07HPom02449nZ4,57OwoT14272WZ5,51153,9207.54,2024-02,NONE,False
INV2506,06NGfZ87122cZ4,77txoy17340qZ1,47156,8488.08,2024-01,NO_GSTR1,True
INV2507,50uexy06388eZ0,53rXRo64677pZ4,76916,13844.88,2024-03,NONE,False
INV2508,86kMFr51350nZ9,63cMzy60164HZ2,86104,15498.72,2024-03,NONE,False
INV2509,71guuD25535VZ9,09pplp05886UZ3,97534,17556.12,2024-03,NO_GSTR1,True
INV2510,21tUhs24310jZ6,63EDHW55351PZ7,49324,8878.32,2024-01,NONE,False
INV2511,99wfil19985sZ0,78uSWW03552mZ0,72110,12979.8,2024-03,NONE,False
INV2512,00BbWJ71133FZ2,56Trem69890LZ9,9831,1769.58,2024-03,NONE,False
INV2513,46oPOy25448uZ2,25qEME10635DZ7,76234,13722.12,2024-01,NONE,False
INV2514,85Cxip74760uZ7,25mbLX75451dZ1,74121,13341.78,2024-02,NONE,False
INV2515,29KSBs84652jZ1,66hDSD09733KZ4,59102,10638.36,2024-02,NONE,False
INV2516,66suBL38792UZ5,54vmvN12448dZ0,17555,3159.9,2024-01,NONE,False
INV2517,60PWLC47353UZ0,88HkCt93386UZ4,53572,9642.96,2024-03,NONE,False
INV2518,93vjUz79358rZ8,52xIID70959MZ8,95437,17178.66,2024-01,NONE,False
INV2519,60PWLC47353UZ0,03SLFT03474GZ6,95110,17119.8,2024-01,NONE,False
INV2520,72rOeA23995IZ7,65Vnts35617WZ9,72052,12969.36,2024-03,NONE,False
INV2521,58laFN26531MZ5,11spnO97866GZ3,4732,851.76,2024-02,NO_GSTR1,True
INV2522,45yawy67776dZ3,91HqDz49570pZ2,37884,6819.12,2024-03,NONE,False
INV2523,72rOeA23995IZ7,11iaut95099gZ6,27574,4963.32,2024-03,NONE,False
INV2524,87DQFD28049yZ8,24rNdI66173eZ6,95042,17107.56,2024-03,NONE,False
INV2525,30qRRJ37892XZ0,69edFn67842kZ3,10515,1892.7,2024-01,NONE,False
INV2526,23ULhs20108oZ6,17IImJ99771oZ5,57421,10335.78,2024-01,NONE,False
INV2527,07QGrm89645tZ3,00JBuT08718YZ8,88839,15991.02,2024-02,NONE,False
INV2528,53aFFl07326JZ8,33VHeA00830mZ9,17593,3166.74,2024-02,NONE,False
INV2529,22OEUQ82074eZ3,11Ctgi23437MZ7,2114,380.52,2024-01,NONE,False
INV2530,03roPr74598rZ7,52pgZl62947SZ9,43354,7803.72,2024-01,NONE,False
INV2531,74Avec47845TZ5,96ygnP10295iZ2,39698,7145.64,2024-02,NONE,False
INV2532,58vRFM63316lZ6,11cyJh50623cZ6,38656,6958.08,2024-02,NONE,False
INV2533,44Rcfm91470XZ8,03Jmhx57093WZ9,98321,17697.78,2024-03,NONE,False
INV2534,48hDoc92748dZ0,29KSBs84652jZ1,15264,2747.52,2024-01,NONE,False
INV2535,03pxdz55158XZ6,47jRcE96076gZ3,14095,2537.1,2024-01,NONE,False
INV2536,38DgqK48706sZ2,30PrHb19783UZ4,43195,7775.1,2024-03,NO_GSTR1,True
INV2537,36Sdlq49136hZ2,12SIre58494iZ8,49873,8977.14,2024-01,NO_GSTR1,True
INV2538,94ebED18554dZ8,40Ebwx93755OZ7,63084,11355.12,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV2539,26cBOG73657yZ8,67MHhT85950vZ9,81302,14634.36,2024-01,NONE,False
INV2540,21rQeC42192VZ3,20YIAO67826uZ0,37780,6800.4,2024-02,NONE,False
INV2541,25mbLX75451dZ1,94JeAB73810pZ5,26568,4782.24,2024-03,NONE,False
INV2542,67lgpY01757sZ7,98KMlk57341NZ8,22265,4007.7,2024-03,NONE,False
INV2543,66uzor12686YZ1,71hkvY27699hZ9,40316,7256.88,2024-02,NONE,False
INV2544,50DyZQ57344sZ9,49kbvb68497sZ0,12055,2169.9,2024-03,NONE,False
INV2545,26cBOG73657yZ8,69edFn67842kZ3,43854,7893.72,2024-02,NONE,False
INV2546,64qXfa12882QZ5,18AfHP63416JZ1,22317,4017.06,2024-02,NONE,False
INV2547,29gBNo29431jZ5,26gafi22393WZ6,80562,14501.16,2024-03,LATE_FILING,True
INV2548,36Sdlq49136hZ2,86XKdi02752cZ1,29012,5222.16,2024-02,NONE,False
INV2549,87bZcN15979fZ3,70eCUW60297tZ3,68775,12379.5,2024-02,LATE_FILING,True
INV2550,76uqCi16414BZ6,41saXq80858tZ5,2918,525.24,2024-01,NONE,False
INV2551,76uqCi16414BZ6,03OILC38201YZ9,68182,12272.76,2024-01,NONE,False
INV2552,83rKNv44954mZ8,44FjhT26603OZ5,95230,17141.4,2024-02,NONE,False
INV2553,54Zmxz44941dZ9,53fqZj16376vZ4,61748,11114.64,2024-01,NONE,False
INV2554,24rNdI66173eZ6,87OMKX68644WZ4,32069,5772.42,2024-03,NONE,False
INV2555,25qEME10635DZ7,55RRnK24580iZ0,26340,4741.2,2024-01,NONE,False
INV2556,88Dbyi30842RZ7,43kHaM76609sZ3,53977,9715.86,2024-01,NONE,False
INV2557,59GWRp70646yZ8,05WIDE40735gZ2,70091,12616.38,2024-02,NONE,False
INV2558,58VpEE02155SZ8,24rNdI66173eZ6,14313,2576.34,2024-01,LATE_FILING,True
INV2559,96kYXg29979fZ3,87BvWD94002mZ8,95551,17199.18,2024-03,NONE,False
INV2560,18AfHP63416JZ1,21rFbu32928mZ8,46484,8367.12,2024-02,NONE,False
INV2561,37OtYC05080JZ7,86gflK19806UZ2,86885,15639.3,2024-02,NONE,False
INV2562,68rfEM73021qZ5,37mGLv90649xZ6,36540,6577.2,2024-03,NONE,False
INV2563,43SFNf52573kZ9,14kcVd35934uZ6,51011,9181.98,2024-02,NONE,False
INV2564,74Nfff78511IZ3,71QOgH61637aZ7,67312,12116.16,2024-02,NONE,False
INV2565,94LWht17951FZ0,99VPYi78704bZ5,33593,6046.74,2024-02,NONE,False
INV2566,47vhQo89178XZ5,03Jmhx57093WZ9,58308,10495.44,2024-02,NONE,False
INV2567,08HDMN27074YZ4,29KSBs84652jZ1,54301,9774.18,2024-01,NONE,False
INV2568,68RJqL57602pZ3,63HfYw28508YZ3,76505,13770.9,2024-02,NONE,False
INV2569,42AOVI09449zZ0,01UvSf42947WZ3,18480,3326.4,2024-02,NONE,False
INV2570,13tpyU56130JZ6,23ULhs20108oZ6,58921,10605.78,2024-02,NONE,False
INV2571,56RiXJ29300GZ9,78cjpD08304fZ3,23516,4232.88,2024-03,NONE,False
INV2572,39yceQ69159iZ4,66anUG91932KZ0,38422,6915.96,2024-01,NONE,False
INV2573,99wfil19985sZ0,79COan66254PZ3,52920,9525.6,2024-01,NONE,False
INV2574,62BUoT62650VZ1,67MHhT85950vZ9,51130,13805.099999999999,2024-01,GST_MISMATCH,True
INV2575,98ogmG23767uZ3,01iVAo65853CZ0,59424,10696.32,2024-01,NONE,False
INV2576,85Cxip74760uZ7,93LVMw24627LZ2,35341,6361.38,2024-03,NONE,False
INV2577,27mtTq62091xZ1,10uFRV96971WZ0,33280,5990.4,2024-02,NONE,False
INV2578,03Jmhx57093WZ9,95qrKV12417QZ7,13435,2418.3,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV2579,66aaHR93917xZ5,91bblz60068xZ4,77188,13893.84,2024-03,NO_GSTR1,True
INV2580,16Tpht16985yZ4,02bijZ78553yZ2,98399,17711.82,2024-02,NONE,False
INV2581,51KRTB83252zZ4,45VtlW98083aZ0,41012,7382.16,2024-02,NONE,False
INV2582,06sGFS15631qZ8,64QDNk34164gZ4,47679,12873.329999999998,2024-03,GST_MISMATCH,True
INV2583,66swiT46789rZ8,22pMst60691cZ2,32753,5895.54,2024-01,NONE,False
INV2584,54PGNn44291fZ7,62qasP48244SZ7,56151,10107.18,2024-02,NONE,False
INV2585,82cLiS48678bZ3,14WNiq93230QZ6,9205,1656.9,2024-01,NONE,False
INV2586,99VPYi78704bZ5,21rFbu32928mZ8,8105,1458.9,2024-02,NONE,False
INV2587,88vVna91350cZ3,80aNNi79553sZ6,62192,11194.56,2024-03,NONE,False
INV2588,25iiAu72413YZ7,68NmdY60386YZ2,13170,2370.6,2024-02,NONE,False
INV2589,08gJgo85913mZ8,74otQe32489VZ2,20360,3664.8,2024-01,NONE,False
INV2590,80EQCA61710KZ6,66uzor12686YZ1,77414,13934.52,2024-02,NONE,False
INV2591,69kOip57522hZ4,83rKNv44954mZ8,53049,9548.82,2024-02,NONE,False
INV2592,91nTXF13837CZ4,97TPAj87036OZ1,87519,15753.42,2024-03,NONE,False
INV2593,80EQCA61710KZ6,95SLuz08325JZ5,22660,4078.8,2024-02,NONE,False
INV2594,01zTkl97098AZ9,68pUEy08045xZ6,19488,3507.84,2024-03,NONE,False
INV2595,36WQnV02558NZ7,53fqZj16376vZ4,96967,17454.06,2024-03,NONE,False
INV2596,38DgqK48706sZ2,59GpmF35288bZ3,84530,15215.4,2024-03,NONE,False
INV2597,90EUWe03741WZ6,07BhXn85473OZ2,4918,885.24,2024-03,NONE,False
INV2598,83rKNv44954mZ8,71hkvY27699hZ9,76181,13712.58,2024-01,NONE,False
INV2599,30qRRJ37892XZ0,41CNxM71952jZ0,10941,1969.38,2024-03,LATE_FILING,True
INV2600,83srhc55431dZ7,83rKNv44954mZ8,68791,12382.38,2024-01,NONE,False
INV2601,65Vnts35617WZ9,83dyhP45590xZ5,82675,14881.5,2024-02,NONE,False
INV2602,15dbjm96631oZ2,18AfHP63416JZ1,74573,13423.14,2024-01,NONE,False
INV2603,73qatE53155NZ4,94JeAB73810pZ5,45529,8195.22,2024-01,NONE,False
INV2604,16Xbnw56696CZ0,78YZai83552eZ1,84853,15273.54,2024-03,NONE,False
INV2605,93AanX68281fZ2,61PNpA96969UZ0,50989,9178.02,2024-01,NONE,False
INV2606,39PQJt39312QZ4,88HkCt93386UZ4,21036,3786.48,2024-03,NONE,False
INV2607,74hdpf05923yZ6,05tVic08396GZ7,72391,13030.38,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV2608,67bvfX98249UZ1,27gvYE67357qZ4,69467,18756.09,2024-03,GST_MISMATCH,True
INV2609,20qVXc41696VZ1,96FVRl77296LZ9,96057,17290.26,2024-02,NONE,False
INV2610,08laHq91882tZ0,74cKLz47648YZ5,19737,3552.66,2024-02,NONE,False
INV2611,61CILN18217rZ9,01iVAo65853CZ0,16440,2959.2,2024-03,NONE,False
INV2612,83nHoC02141UZ4,52Eflr55429oZ3,40700,7326.0,2024-02,NO_GSTR1,True
INV2613,12Koxy41493dZ6,23ULhs20108oZ6,65074,17569.98,2024-01,GST_MISMATCH,True
INV2614,22pMst60691cZ2,49hKMa94183sZ5,8390,1510.2,2024-02,LATE_FILING,True
INV2615,00JBuT08718YZ8,02bijZ78553yZ2,17512,3152.16,2024-03,NONE,False
INV2616,47cuzX71918AZ1,34YMbe37222rZ8,90627,16312.86,2024-03,NONE,False
INV2617,59qkQi27526iZ6,52pgZl62947SZ9,75303,13554.54,2024-02,NONE,False
INV2618,62BUoT62650VZ1,45VtlW98083aZ0,67653,12177.54,2024-01,NONE,False
INV2619,45VtlW98083aZ0,21mOik94310mZ3,68395,12311.1,2024-01,NONE,False
INV2620,98vMnh86938ZZ6,49TDNt56239XZ4,89202,16056.36,2024-01,NONE,False
INV2621,11Ctgi23437MZ7,12SIre58494iZ8,1280,230.4,2024-03,NONE,False
INV2622,72eYPC83341aZ1,01JrVQ05945yZ0,86364,15545.52,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV2623,54Zmxz44941dZ9,08HDMN27074YZ4,61552,11079.36,2024-01,NO_GSTR1,True
INV2624,38eoBB04666kZ9,03pxdz55158XZ6,53802,9684.36,2024-01,NONE,False
INV2625,05WIDE40735gZ2,50duyX84807eZ0,44787,8061.66,2024-01,NONE,False
INV2626,69ZMcE69251IZ1,86XKdi02752cZ1,80282,14450.76,2024-03,NONE,False
INV2627,78kzcB53043FZ6,22wJVw92984lZ2,98480,17726.4,2024-02,NONE,False
INV2628,63bxZj46229sZ9,88vVna91350cZ3,61238,11022.84,2024-03,LATE_FILING,True
INV2629,81JbJs71787cZ6,64qXfa12882QZ5,64838,11670.84,2024-02,NONE,False
INV2630,64dORj24692AZ3,12Koxy41493dZ6,83135,14964.3,2024-01,NONE,False
INV2631,14WNiq93230QZ6,86gflK19806UZ2,83217,14979.06,2024-01,NONE,False
INV2632,48hDoc92748dZ0,15dbjm96631oZ2,12353,2223.54,2024-01,HIGH_VALUE_SUSPICIOUS,True
INV2633,83XkMS09391SZ2,06Gnqc74236gZ2,54191,9754.38,2024-03,NONE,False
INV2634,49TDNt56239XZ4,50faoW78282yZ0,37905,6822.9,2024-01,NONE,False
INV2635,39PQJt39312QZ4,52EBTr59578YZ9,2167,390.06,2024-01,NONE,False
INV2636,29wRfq61178CZ6,75KVnk39538oZ9,54618,9831.24,2024-01,NO_GSTR1,True
INV2637,62BUoT62650VZ1,95qrKV12417QZ7,78094,14056.92,2024-02,NONE,False
INV2638,22rIDm56218xZ6,18keBf38613RZ0,63023,11344.14,2024-01,LATE_FILING,True
INV2639,88Dbyi30842RZ7,38DgqK48706sZ2,74009,13321.62,2024-03,NONE,False
INV2640,45yawy67776dZ3,67MHhT85950vZ9,59355,16025.849999999999,2024-01,GST_MISMATCH,True
INV2641,80EQCA61710KZ6,81JbJs71787cZ6,24625,4432.5,2024-03,NONE,False
INV2642,48rANS83769hZ8,70yVcC65456tZ6,37296,6713.28,2024-03,LATE_FILING,True
INV2643,20lXvv02892sZ3,85gOqY36777EZ2,69987,12597.66,2024-01,NONE,False
INV2644,99VPYi78704bZ5,81JbJs71787cZ6,9815,1766.7,2024-02,NONE,False
INV2645,16Tpht16985yZ4,12SIre58494iZ8,87536,15756.48,2024-01,NONE,False
INV2646,95qrKV12417QZ7,60ZLNR83051SZ8,14776,2659.68,2024-02,NONE,False
INV2647,68gRKX87293uZ3,52MOqB49809OZ6,44788,8061.84,2024-02,NONE,False
INV2648,36AZpw17301IZ2,78kzcB53043FZ6,11868,2136.24,2024-03,NONE,False
INV2649,48piUU72161aZ9,29gBNo29431jZ5,88932,16007.76,2024-02,NONE,False
INV2650,56MpCL14582YZ2,01iVAo65853CZ0,45410,8173.8,2024-01,NONE,False
INV2651,56IUYN81951cZ9,39lxKa51208nZ6,26501,4770.18,2024-02,NONE,False
INV2652,72JIuU67671GZ8,74Dlxb73832dZ1,65750,11835.0,2024-03,NONE,False
INV2653,90kJOx44756JZ1,33AgoG87570DZ9,34834,6270.12,2024-03,NONE,False
INV2654,51KRTB83252zZ4,05WIDE40735gZ2,85084,15315.12,2024-01,NONE,False
INV2655,75fssf82632OZ3,14DbyV16216SZ5,2779,500.22,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV2656,03OILC38201YZ9,64qXfa12882QZ5,93811,16885.98,2024-02,NONE,False
INV2657,76EPBq90928HZ0,31wznq89399cZ1,22099,3977.82,2024-03,NONE,False
INV2658,74cKLz47648YZ5,98vMnh86938ZZ6,6250,1125.0,2024-02,NONE,False
INV2659,66hDSD09733KZ4,82gODj81061VZ9,53226,9580.68,2024-02,NONE,False
INV2660,25mbLX75451dZ1,81uQeA78791VZ1,26316,4736.88,2024-03,NONE,False
INV2661,99nSdj43621zZ6,83XkMS09391SZ2,20507,3691.26,2024-02,NONE,False
INV2662,71hkvY27699hZ9,91nTXF13837CZ4,92130,16583.4,2024-01,NONE,False
INV2663,46oPOy25448uZ2,99VPYi78704bZ5,63462,11423.16,2024-01,NONE,False
INV2664,63EDHW55351PZ7,79CezW44498UZ8,5700,1539.0,2024-01,GST_MISMATCH,True
INV2665,74mjEE84729yZ0,79WWDe75723AZ7,50912,9164.16,2024-03,NONE,False
INV2666,48rANS83769hZ8,89tWqJ25600DZ8,88349,15902.82,2024-02,NONE,False
INV2667,72jLYe20338tZ1,66hTNr80917GZ4,59950,10791.0,2024-01,NONE,False
INV2668,67MHhT85950vZ9,89devo23487TZ9,62639,11275.02,2024-01,HIGH_VALUE_SUSPICIOUS,True
INV2669,40Ebwx93755OZ7,01pNwE17281PZ5,36702,6606.36,2024-01,NONE,False
INV2670,03Jmhx57093WZ9,40Hblc63660KZ5,54340,9781.2,2024-01,NONE,False
INV2671,03SLFT03474GZ6,01veKv74401DZ2,76769,13818.42,2024-01,NONE,False
INV2672,88vVna91350cZ3,44HxZy51141KZ0,42327,7618.86,2024-03,NONE,False
INV2673,59tozB36530VZ7,52kRPJ73506cZ3,68857,12394.26,2024-03,NONE,False
INV2674,91HqDz49570pZ2,12SIre58494iZ8,26741,4813.38,2024-02,NONE,False
INV2675,40FVIE17882HZ8,87BZzn15754QZ3,74685,13443.3,2024-03,NONE,False
INV2676,67bvfX98249UZ1,79COan66254PZ3,49678,8942.04,2024-01,NONE,False
INV2677,70XXCS61879rZ8,61cXrT58079tZ6,17000,3060.0,2024-02,NONE,False
INV2678,87BvWD94002mZ8,74otQe32489VZ2,13399,2411.82,2024-02,NONE,False
INV2679,36AZpw17301IZ2,74Avec47845TZ5,21239,3823.02,2024-01,NO_GSTR1,True
INV2680,64BvTS31340FZ6,82UWKN78987iZ2,61300,11034.0,2024-01,NONE,False
INV2681,90pRLg42834WZ0,27ZHHv14320zZ5,3213,578.34,2024-01,LATE_FILING,True
INV2682,89HuOU57023cZ0,52kRPJ73506cZ3,47781,8600.58,2024-02,NONE,False
INV2683,80aNNi79553sZ6,35fgLI65667dZ8,19755,3555.9,2024-02,NONE,False
INV2684,68Ycpd13872NZ6,38DgqK48706sZ2,34176,6151.68,2024-03,NONE,False
INV2685,11cyJh50623cZ6,92QJtm83489rZ4,87296,15713.28,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV2686,33AgoG87570DZ9,80BmUL29741zZ6,84650,15237.0,2024-02,NONE,False
INV2687,55RRnK24580iZ0,39PQJt39312QZ4,2696,485.28,2024-01,NONE,False
INV2688,47VrGh15103XZ4,11iaut95099gZ6,38691,6964.38,2024-01,NONE,False
INV2689,66hTNr80917GZ4,39nTuT29824SZ5,58348,10502.64,2024-03,LATE_FILING,True
INV2690,72JIuU67671GZ8,55PcUO03371VZ7,40859,7354.62,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV2691,64ZndU96704IZ9,67bvfX98249UZ1,43465,7823.7,2024-02,NONE,False
INV2692,41CNxM71952jZ0,83nHoC02141UZ4,33128,5963.04,2024-03,NONE,False
INV2693,12Koxy41493dZ6,17nhzK57655qZ0,68380,12308.4,2024-01,NONE,False
INV2694,74otQe32489VZ2,90pRLg42834WZ0,36591,6586.38,2024-03,NONE,False
INV2695,22rIDm56218xZ6,29gBNo29431jZ5,4230,761.4,2024-03,NONE,False
INV2696,98lbRU19802UZ5,53IurJ36753cZ7,75387,13569.66,2024-01,NO_GSTR1,True
INV2697,14WNiq93230QZ6,48qngM09756dZ0,71251,12825.18,2024-01,NO_GSTR1,True
INV2698,91bblz60068xZ4,93NGBI15327IZ0,55825,10048.5,2024-01,NONE,False
INV2699,90pRLg42834WZ0,20Mdbd87735wZ7,11178,2012.04,2024-01,NONE,False
INV2700,61cXrT58079tZ6,50BpkG34585gZ6,72311,13015.98,2024-01,NONE,False
INV2701,02jEaV97910zZ5,21tUhs24310jZ6,11874,2137.32,2024-01,NONE,False
INV2702,14ZZjz05031kZ8,72eYPC83341aZ1,75381,13568.58,2024-02,NO_GSTR1,True
INV2703,44HxZy51141KZ0,59qkQi27526iZ6,57554,10359.72,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV2704,29gBNo29431jZ5,59tozB36530VZ7,81602,14688.36,2024-03,NONE,False
INV2705,31OdAh41865DZ0,22wJVw92984lZ2,60343,10861.74,2024-02,NONE,False
INV2706,05xBJq33988oZ1,45qbTW99466yZ5,33233,5981.94,2024-03,NONE,False
INV2707,15sdrk16558XZ8,89devo23487TZ9,46096,8297.28,2024-03,NO_GSTR1,True
INV2708,78cGFg01767jZ7,78kzcB53043FZ6,64015,11522.7,2024-01,NONE,False
INV2709,68RJqL57602pZ3,18keBf38613RZ0,73827,13288.86,2024-01,NONE,False
INV2710,93NGBI15327IZ0,78kzcB53043FZ6,94926,17086.68,2024-01,NONE,False
INV2711,21rQeC42192VZ3,91HqDz49570pZ2,56422,10155.96,2024-03,NONE,False
INV2712,25qEME10635DZ7,83rKNv44954mZ8,54494,9808.92,2024-02,NONE,False
INV2713,83ZFIa03349CZ1,78ClZz51236AZ0,39514,7112.52,2024-02,NONE,False
INV2714,93LVMw24627LZ2,56Trem69890LZ9,35243,6343.74,2024-01,NONE,False
INV2715,65PvQi33588hZ3,98lbRU19802UZ5,90307,16255.26,2024-01,NONE,False
INV2716,59qkQi27526iZ6,12RRns22388IZ9,19415,3494.7,2024-03,NONE,False
INV2717,20jkud55620pZ6,92tZFq27187UZ3,40487,7287.66,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV2718,50faoW78282yZ0,89QDoN54467VZ8,98373,17707.14,2024-02,NONE,False
INV2719,11spnO97866GZ3,29jhAI15885UZ0,27111,4879.98,2024-01,NONE,False
INV2720,48hDoc92748dZ0,54mMEf16018SZ8,99198,17855.64,2024-02,NONE,False
INV2721,96XBNL90682AZ3,80EQCA61710KZ6,91556,16480.08,2024-01,NONE,False
INV2722,75cYxe45832BZ2,46stGa31957gZ7,86515,15572.7,2024-01,NONE,False
INV2723,38DgqK48706sZ2,00qQhU22461VZ6,96099,17297.82,2024-02,NONE,False
INV2724,52mVzJ22802EZ5,40Ebwx93755OZ7,67625,12172.5,2024-02,NONE,False
INV2725,16xFUq46611cZ8,06Gnqc74236gZ2,80389,14470.02,2024-03,NONE,False
INV2726,68gRKX87293uZ3,88Izgh89477CZ6,3572,642.96,2024-02,HIGH_VALUE_SUSPICIOUS,True
INV2727,66wzgH65390cZ9,49TDNt56239XZ4,3128,563.04,2024-03,NONE,False
INV2728,17nhzK57655qZ0,68gRKX87293uZ3,37154,6687.72,2024-02,NONE,False
INV2729,74wtfX98882qZ4,67MHhT85950vZ9,16278,2930.04,2024-01,NONE,False
INV2730,35hTYr06161aZ7,93AanX68281fZ2,7127,1282.86,2024-01,NONE,False
INV2731,00HEhn48080DZ3,29gBNo29431jZ5,71091,12796.38,2024-02,NONE,False
INV2732,12Koxy41493dZ6,01iVAo65853CZ0,45822,8247.96,2024-02,NONE,False
INV2733,47VrGh15103XZ4,05VAuc21703WZ1,98915,17804.7,2024-01,NO_GSTR1,True
INV2734,11fyjD01194EZ8,57OwoT14272WZ5,84353,15183.54,2024-03,NONE,False
INV2735,29gBNo29431jZ5,55lGGP59044mZ6,34548,6218.64,2024-01,NONE,False
INV2736,81kdQz90290rZ4,12RRns22388IZ9,4197,755.46,2024-03,NONE,False
INV2737,89HuOU57023cZ0,77txoy17340qZ1,30028,5405.04,2024-03,NONE,False
INV2738,89QDoN54467VZ8,87bZcN15979fZ3,7833,1409.94,2024-02,NONE,False
INV2739,78cGFg01767jZ7,47vhQo89178XZ5,18299,3293.82,2024-03,HIGH_VALUE_SUSPICIOUS,True
INV2740,22rIDm56218xZ6,06NGfZ87122cZ4,4465,803.7,2024-03,NONE,False
INV2741,52xIID70959MZ8,64QDNk34164gZ4,41506,7471.08,2024-02,NONE,False
INV2742,20fqzW14359DZ2,95qrKV12417QZ7,10582,1904.76,2024-03,NONE,False
INV2743,70XXCS61879rZ8,41saXq80858tZ5,77304,13914.72,2024-03,NONE,False
INV2744,15dbjm96631oZ2,95UTVv36323bZ4,90441,16279.38,2024-02,NONE,False
INV2745,61edLI93652zZ1,65KyZG06284ZZ3,96304,17334.72,2024-02,NONE,False
INV2746,11iaut95099gZ6,75cYxe45832BZ2,34656,6238.08,2024-02,NONE,False
INV2747,04YhSo46760OZ7,33fxUX66655eZ1,76212,13718.16,2024-01,NONE,False
INV2748,35UFZI96914kZ8,94LWht17951FZ0,12922,2325.96,2024-02,NONE,False
INV2749,03Jmhx57093WZ9,82UWKN78987iZ2,3722,669.96,2024-01,NONE,False
INV2750,58VpEE02155SZ8,50FGLS34164vZ0,21446,3860.28,2024-02,NONE,False
INV2751,82gODj81061VZ9,83vnAw87875aZ7,9451,1701.18,2024-03,NONE,False
INV2752,55FEyn11262tZ6,36Sdlq49136hZ2,69549,12518.82,2024-03,NONE,False
INV2753,42AOVI09449zZ0,60PWLC47353UZ0,38057,6850.26,2024-01,NONE,False
INV2754,75fssf82632OZ3,46mctm99217iZ0,38212,6878.16,2024-02,NONE,False
INV2755,02bijZ78553yZ2,20YIAO67826uZ0,75351,13563.18,2024-03,NONE,False
INV2756,16Tpht16985yZ4,51wmnB26243xZ6,23665,4259.7,2024-03,NONE,False
INV2757,93HQXQ25595QZ0,69edFn67842kZ3,78629,14153.22,2024-01,NONE,False
INV2758,49lPfX36080wZ9,66hTNr80917GZ4,73152,13167.36,2024-02,NONE,False
